date,time,size,r_version,r_arch,r_os,package,version,country,ip_id
2020-11-23,15:36:55,4858294,NA,NA,NA,healthyR.data,1.0.0,US,2069
2020-11-23,11:26:39,4858294,4.0.3,x86_64,mingw32,healthyR.data,1.0.0,US,2804
2020-11-23,23:34:44,4858301,3.5.3,x86_64,mingw32,healthyR.data,1.0.0,US,78827
2020-11-23,18:39:32,4858295,3.5.2,x86_64,linux-gnu,healthyR.data,1.0.0,GB,27595
2020-11-23,09:00:41,361,NA,NA,NA,healthyR.data,1.0.0,US,90474
2020-11-23,09:00:42,4863722,NA,NA,NA,healthyR.data,1.0.0,US,90474
2020-11-23,10:14:01,4864794,NA,NA,NA,healthyR.data,1.0.0,DE,42435
2020-11-24,11:30:46,4863726,NA,NA,NA,healthyR.data,1.0.0,HK,74
2020-11-24,01:57:19,4858295,NA,NA,NA,healthyR.data,1.0.0,JP,7655
2020-11-24,03:29:44,4858295,NA,NA,NA,healthyR.data,1.0.0,US,63812
2020-11-24,18:22:19,4858301,NA,NA,NA,healthyR.data,1.0.0,CL,18681
2020-11-24,03:51:44,4858301,NA,NA,NA,healthyR.data,1.0.0,US,63812
2020-11-24,18:30:51,4858294,3.5.2,x86_64,linux-gnu,healthyR.data,1.0.0,ID,99
2020-11-24,20:51:18,5668593,NA,NA,NA,healthyR.data,1.0.0,US,19949
2020-11-24,03:16:15,4858295,NA,NA,NA,healthyR.data,1.0.0,CA,54509
2020-11-24,12:58:12,4858295,NA,NA,NA,healthyR.data,1.0.0,BY,582
2020-11-24,15:36:16,4858295,NA,NA,NA,healthyR.data,1.0.0,CL,44184
2020-11-24,10:54:59,4858295,NA,NA,NA,healthyR.data,1.0.0,KR,12804
2020-11-24,00:42:35,4863970,NA,NA,NA,healthyR.data,1.0.0,US,128573
2020-11-25,14:10:28,4858301,NA,NA,NA,healthyR.data,1.0.0,IR,31
2020-11-25,11:09:23,5669258,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,11:09:23,20493,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,11:09:23,533,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,08:29:30,5668593,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,08:29:29,101557,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,08:29:29,530,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,23:02:26,4858295,3.5.2,i386,mingw32,healthyR.data,1.0.0,JP,5049
2020-11-25,09:28:36,5668593,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,09:28:36,14701,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,09:28:36,530,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,09:31:22,60021,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,09:31:22,530,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,09:31:22,5668394,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,09:31:40,530,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,09:31:40,5668394,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,09:31:40,43661,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,22:59:16,4858295,NA,NA,NA,healthyR.data,1.0.0,CO,75233
2020-11-25,21:14:14,4858295,3.6.1,x86_64,mingw32,healthyR.data,1.0.0,US,1069
2020-11-25,13:29:08,4858295,NA,NA,NA,healthyR.data,1.0.0,GB,10
2020-11-25,19:28:22,4858295,NA,NA,NA,healthyR.data,1.0.0,US,909
2020-11-25,08:20:28,5668593,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,08:20:28,530,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,08:20:28,14701,NA,NA,NA,healthyR.data,1.0.0,US,11019
2020-11-25,11:48:40,14701,NA,NA,NA,healthyR.data,1.0.0,US,2581
2020-11-25,11:48:40,5669258,NA,NA,NA,healthyR.data,1.0.0,US,2581
2020-11-25,11:48:40,533,NA,NA,NA,healthyR.data,1.0.0,US,2581
2020-11-25,13:51:27,4858295,NA,NA,NA,healthyR.data,1.0.0,US,60860
2020-11-26,12:16:22,4858301,3.5.3,x86_64,mingw32,healthyR.data,1.0.0,NA,14
2020-11-26,11:34:07,4858301,NA,NA,NA,healthyR.data,1.0.0,CN,2325
2020-11-26,08:29:50,4858292,NA,NA,NA,healthyR.data,1.0.0,ID,7227
2020-11-26,18:02:45,4858295,3.5.2,x86_64,linux-gnu,healthyR.data,1.0.0,BR,26505
2020-11-26,10:11:29,4858295,3.5.2,x86_64,linux-gnu,healthyR.data,1.0.0,IT,12847
2020-11-26,21:56:04,5668465,3.6.0,x86_64,mingw32,healthyR.data,1.0.0,TR,1562
2020-11-26,16:41:34,4858298,NA,NA,NA,healthyR.data,1.0.0,ID,7227
2020-11-27,09:56:23,14701,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,09:56:23,530,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,09:56:24,5668593,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,08:56:47,530,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,08:56:47,14701,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,08:56:47,5668394,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,15:15:11,5668471,3.5.2,x86_64,linux-gnu,healthyR.data,1.0.0,ES,14212
2020-11-27,19:39:14,4858295,NA,NA,NA,healthyR.data,1.0.0,US,6569
2020-11-27,11:38:56,2470927,NA,NA,NA,healthyR.data,1.0.0,US,48
2020-11-27,09:21:29,14701,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,09:21:29,530,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,09:21:29,5668465,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,09:01:24,5668592,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,09:01:24,530,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,09:01:24,81743,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,10:10:28,5669230,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,10:10:28,533,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,10:10:28,33525,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,10:13:25,5669230,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,10:13:25,533,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,10:13:25,79781,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,12:28:09,14701,NA,NA,NA,healthyR.data,1.0.0,US,9496
2020-11-27,12:28:09,539,NA,NA,NA,healthyR.data,1.0.0,US,9496
2020-11-27,12:28:09,5669258,NA,NA,NA,healthyR.data,1.0.0,US,9496
2020-11-27,08:45:41,530,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,08:45:41,14701,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-27,08:45:41,5668465,NA,NA,NA,healthyR.data,1.0.0,US,3
2020-11-28,23:14:08,14677,NA,NA,NA,healthyR.data,1.0.0,NA,1
2020-11-28,10:22:23,5668462,NA,NA,NA,healthyR.data,1.0.0,ID,3650
2020-11-28,22:56:02,14677,NA,NA,NA,healthyR.data,1.0.0,NA,1
2020-11-28,22:58:22,14677,NA,NA,NA,healthyR.data,1.0.0,NA,1
2020-11-28,23:11:08,49429,NA,NA,NA,healthyR.data,1.0.0,NA,1
2020-11-28,09:19:44,5669229,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,09:19:44,33307,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,09:19:44,539,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,08:32:11,57464,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,08:32:11,5668393,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,08:32:10,536,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,17:49:49,5668465,NA,NA,NA,healthyR.data,1.0.0,DE,8252
2020-11-28,23:07:45,43637,NA,NA,NA,healthyR.data,1.0.0,NA,1
2020-11-28,23:09:05,14677,NA,NA,NA,healthyR.data,1.0.0,NA,1
2020-11-28,08:28:33,50551,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,08:28:33,5668592,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,08:28:33,536,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,16:50:18,5668464,3.5.2,x86_64,linux-gnu,healthyR.data,1.0.0,NA,1
2020-11-28,06:43:38,4863956,NA,NA,NA,healthyR.data,1.0.0,CA,23057
2020-11-28,02:40:21,4858300,NA,NA,NA,healthyR.data,1.0.0,BR,7435
2020-11-28,11:01:31,81738,NA,NA,NA,healthyR.data,1.0.0,US,1481
2020-11-28,11:01:31,533,NA,NA,NA,healthyR.data,1.0.0,US,1481
2020-11-28,11:01:31,5669257,NA,NA,NA,healthyR.data,1.0.0,US,1481
2020-11-28,09:17:23,536,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,09:17:23,5668464,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,09:17:23,86998,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,04:25:08,5668464,NA,NA,NA,healthyR.data,1.0.0,NA,1
2020-11-28,03:01:46,2025949,NA,NA,NA,healthyR.data,1.0.0,US,39
2020-11-28,17:02:17,5668470,NA,NA,NA,healthyR.data,1.0.0,CH,30684
2020-11-28,08:18:22,536,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,08:18:22,5668593,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-28,08:18:22,14701,NA,NA,NA,healthyR.data,1.0.0,US,4178
2020-11-29,19:53:12,2961587,NA,NA,NA,healthyR.data,1.0.0,US,841
2020-11-29,11:27:01,539,NA,NA,NA,healthyR.data,1.0.0,US,6109
2020-11-29,11:27:01,66829,NA,NA,NA,healthyR.data,1.0.0,US,6109
2020-11-29,11:27:01,5669258,NA,NA,NA,healthyR.data,1.0.0,US,6109
2020-11-29,21:23:38,2948349,NA,NA,NA,healthyR.data,1.0.0,US,57
2020-11-29,11:39:44,43661,NA,NA,NA,healthyR.data,1.0.0,US,6109
2020-11-29,11:39:44,5669230,NA,NA,NA,healthyR.data,1.0.0,US,6109
2020-11-29,11:39:44,533,NA,NA,NA,healthyR.data,1.0.0,US,6109
2020-11-29,13:22:38,5669230,NA,NA,NA,healthyR.data,1.0.0,FR,29422
2020-11-29,08:59:01,5668470,NA,NA,NA,healthyR.data,1.0.0,CH,49973
2020-11-29,09:22:57,5668593,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:22:57,530,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:22:57,101581,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:23:54,530,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:23:54,65359,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:23:54,5668592,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:31:55,530,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:31:55,101581,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:31:55,5668465,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,21:57:09,5668465,3.4.1,x86_64,linux-gnu,healthyR.data,1.0.0,PK,3746
2020-11-29,09:13:16,5668394,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:13:16,530,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-29,09:13:16,14701,NA,NA,NA,healthyR.data,1.0.0,US,1
2020-11-30,15:20:24,5668593,4.0.2,i386,mingw32,healthyR.data,1.0.0,AE,2435
2020-11-30,09:37:12,16923,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,09:37:12,5669257,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,09:37:12,533,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:30:08,83262,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:30:08,530,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:30:08,5668592,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,23:40:01,4858295,NA,NA,NA,healthyR.data,1.0.0,US,1713
2020-11-30,02:32:52,5676656,NA,NA,NA,healthyR.data,1.0.0,JP,174
2020-11-30,09:12:11,5669229,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,09:12:11,539,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,09:12:11,73722,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:20:05,530,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:20:05,5668393,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:20:05,60151,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:23:23,43637,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:23:23,5668593,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:23:23,530,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,13:14:41,5668465,3.6.1,x86_64,mingw32,healthyR.data,1.0.0,FR,5140
2020-11-30,08:25:21,33304,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:25:21,5668464,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:25:21,536,NA,NA,NA,healthyR.data,1.0.0,US,21425
2020-11-30,08:39:03,5676225,NA,NA,NA,healthyR.data,1.0.0,US,46780
2020-12-01,23:12:17,5675510,NA,NA,NA,healthyR.data,1.0.0,US,1671
2020-12-01,02:46:15,4858295,NA,NA,NA,healthyR.data,1.0.0,US,2571
2020-12-01,09:06:49,130895,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,09:06:49,536,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,09:06:49,5668592,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,08:20:35,14701,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,08:20:35,5668398,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,08:20:35,530,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,12:05:31,14701,NA,NA,NA,healthyR.data,1.0.0,US,1328
2020-12-01,12:05:32,5669258,NA,NA,NA,healthyR.data,1.0.0,US,1328
2020-12-01,12:05:31,539,NA,NA,NA,healthyR.data,1.0.0,US,1328
2020-12-01,19:39:22,5668464,NA,NA,NA,healthyR.data,1.0.0,CA,98
2020-12-01,19:19:19,217396,NA,NA,NA,healthyR.data,1.0.0,US,98297
2020-12-01,12:31:00,8978,NA,NA,NA,healthyR.data,1.0.0,US,1328
2020-12-01,12:31:00,533,NA,NA,NA,healthyR.data,1.0.0,US,1328
2020-12-01,12:31:00,5669230,NA,NA,NA,healthyR.data,1.0.0,US,1328
2020-12-01,10:02:48,5668465,NA,NA,NA,healthyR.data,1.0.0,KE,16952
2020-12-01,10:03:55,2363333,NA,NA,NA,healthyR.data,1.0.0,US,181
2020-12-01,13:14:28,5677014,NA,NA,NA,healthyR.data,1.0.0,US,115
2020-12-01,18:38:35,217505,NA,NA,NA,healthyR.data,1.0.0,US,103486
2020-12-01,17:11:59,5668465,NA,NA,NA,healthyR.data,1.0.0,NA,5
2020-12-01,20:17:18,5675479,NA,NA,NA,healthyR.data,1.0.0,US,115
2020-12-01,08:35:36,14701,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,08:35:36,5668465,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,08:35:36,530,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,09:24:52,14701,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,09:24:52,5668593,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-01,09:24:52,536,NA,NA,NA,healthyR.data,1.0.0,US,6196
2020-12-02,07:58:40,5668465,3.5.2,x86_64,linux-gnu,healthyR.data,1.0.0,DE,24569
2020-12-02,07:26:16,5668465,NA,NA,NA,healthyR.data,1.0.0,KR,12495
2020-12-02,09:54:49,14701,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,09:54:50,5668593,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,09:54:49,530,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,09:56:10,5668464,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,09:56:09,33304,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,09:56:09,536,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,09:56:24,4864275,NA,NA,NA,healthyR.data,1.0.0,KR,24633
2020-12-02,10:30:06,65354,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,10:30:06,5669257,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,10:30:05,533,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,13:26:44,4864594,NA,NA,NA,healthyR.data,1.0.0,NA,3
2020-12-02,14:40:40,5668465,3.4.1,x86_64,linux-gnu,healthyR.data,1.0.0,US,5931
2020-12-02,09:54:11,530,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,09:54:11,5668593,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,09:54:11,14701,NA,NA,NA,healthyR.data,1.0.0,US,12423
2020-12-02,10:53:31,5668465,NA,NA,NA,healthyR.data,1.0.0,GB,1048
2020-12-02,07:34:20,5668465,NA,NA,NA,healthyR.data,1.0.0,JP,19393
2020-12-02,10:49:16,54233,NA,NA,NA,healthyR.data,1.0.0,US,1012
2020-12-02,10:49:16,533,NA,NA,NA,healthyR.data,1.0.0,US,1012
2020-12-02,10:49:16,5669229,NA,NA,NA,healthyR.data,1.0.0,US,1012
2020-12-02,19:28:42,533,NA,NA,NA,healthyR.data,1.0.0,US,9221
2020-12-03,18:07:30,2621382,NA,NA,NA,healthyR,0.1.0,US,6
2020-12-03,12:04:59,14701,NA,NA,NA,healthyR.data,1.0.0,US,2114
2020-12-03,12:04:59,5669230,NA,NA,NA,healthyR.data,1.0.0,US,2114
2020-12-03,12:04:59,539,NA,NA,NA,healthyR.data,1.0.0,US,2114
2020-12-03,10:25:19,5668471,NA,NA,NA,healthyR.data,1.0.0,IQ,818
2020-12-03,19:05:05,2621388,NA,NA,NA,healthyR,0.1.0,US,6
2020-12-03,19:08:48,2621391,NA,NA,NA,healthyR,0.1.0,US,6
2020-12-03,23:34:43,4858295,3.5.2,x86_64,mingw32,healthyR.data,1.0.0,US,43773
2020-12-03,23:35:19,2621387,4.0.3,x86_64,mingw32,healthyR,0.1.0,US,43773
2020-12-03,15:47:37,5668465,NA,NA,NA,healthyR.data,1.0.0,US,20073
2020-12-03,15:47:39,2621393,NA,NA,NA,healthyR,0.1.0,US,20073
2020-12-03,16:46:10,2621392,NA,NA,NA,healthyR,0.1.0,US,61682
2020-12-03,16:50:14,2624309,NA,NA,NA,healthyR,0.1.0,US,62805
2020-12-03,11:14:02,14701,NA,NA,NA,healthyR.data,1.0.0,US,2114
2020-12-03,06:35:34,5668465,NA,NA,NA,healthyR.data,1.0.0,CN,117
2020-12-03,02:13:06,4858289,NA,NA,NA,healthyR.data,1.0.0,US,6
2020-12-03,09:24:57,43476,NA,NA,NA,healthyR.data,1.0.0,US,976
2020-12-03,09:24:57,536,NA,NA,NA,healthyR.data,1.0.0,US,976
2020-12-03,09:24:57,5668592,NA,NA,NA,healthyR.data,1.0.0,US,976
2020-12-03,09:26:31,14701,NA,NA,NA,healthyR.data,1.0.0,US,976
2020-12-03,09:26:32,5668465,NA,NA,NA,healthyR.data,1.0.0,US,976
2020-12-03,09:26:31,530,NA,NA,NA,healthyR.data,1.0.0,US,976
2020-12-03,09:26:29,2624616,NA,NA,NA,healthyR,0.1.0,US,16407
2020-12-03,09:26:28,360,NA,NA,NA,healthyR,0.1.0,US,16407
2020-12-03,04:37:20,533,NA,NA,NA,healthyR.data,1.0.0,KR,16
2020-12-03,04:37:20,532,NA,NA,NA,healthyR.data,1.0.0,KR,16
2020-12-03,15:27:22,2621387,NA,NA,NA,healthyR,0.1.0,CL,13548
2020-12-03,21:59:15,2621387,NA,NA,NA,healthyR,0.1.0,US,66336
2020-12-03,08:23:29,536,NA,NA,NA,healthyR.data,1.0.0,US,976
2020-12-03,08:23:29,5668592,NA,NA,NA,healthyR.data,1.0.0,US,976
2020-12-03,08:23:29,59239,NA,NA,NA,healthyR.data,1.0.0,US,976
2020-12-03,18:09:18,2621391,NA,NA,NA,healthyR,0.1.0,US,6
2020-12-03,18:12:44,2621391,NA,NA,NA,healthyR,0.1.0,US,6
2020-12-03,08:31:48,5668470,4.1.0,x86_64,mingw32,healthyR.data,1.0.0,DE,740
2020-12-03,11:14:02,5669258,NA,NA,NA,healthyR.data,1.0.0,US,2114
2020-12-03,11:14:02,539,NA,NA,NA,healthyR.data,1.0.0,US,2114
2020-12-03,09:38:31,2621386,3.5.2,x86_64,linux-gnu,healthyR,0.1.0,US,10996
2020-12-03,09:59:28,5669258,NA,NA,NA,healthyR.data,1.0.0,NA,15
2020-12-03,02:24:53,4858298,NA,NA,NA,healthyR.data,1.0.0,US,6
2020-12-03,05:19:10,539,NA,NA,NA,healthyR.data,1.0.0,KR,16
2020-12-04,17:57:30,2910176,4.0.3,x86_64,mingw32,healthyR,0.1.0,NA,1
2020-12-04,17:57:31,5668465,4.0.2,x86_64,mingw32,healthyR.data,1.0.0,NA,1
2020-12-04,09:10:13,530,NA,NA,NA,healthyR.data,1.0.0,US,12667
2020-12-04,09:10:13,5668593,NA,NA,NA,healthyR.data,1.0.0,US,12667
2020-12-04,09:10:13,14701,NA,NA,NA,healthyR.data,1.0.0,US,12667
2020-12-04,05:53:21,14524,NA,NA,NA,healthyR,0.1.0,US,991
2020-12-04,20:39:23,2621387,NA,NA,NA,healthyR,0.1.0,US,66247
2020-12-04,21:17:27,2910182,3.4.4,x86_64,linux-gnu,healthyR,0.1.0,US,19104
2020-12-04,21:17:27,5668471,3.6.1,x86_64,mingw32,healthyR.data,1.0.0,US,19104
2020-12-04,08:48:10,5668465,NA,NA,NA,healthyR.data,1.0.0,US,1742
2020-12-04,08:48:09,14701,NA,NA,NA,healthyR.data,1.0.0,US,1742
2020-12-04,08:48:09,536,NA,NA,NA,healthyR.data,1.0.0,US,1742
2020-12-04,12:10:31,2910176,NA,NA,NA,healthyR,0.1.0,HU,16689
2020-12-04,12:10:31,5668465,NA,NA,NA,healthyR.data,1.0.0,HU,16689
2020-12-04,14:22:54,2910182,NA,NA,NA,healthyR,0.1.0,US,131
2020-12-04,14:22:28,2910176,NA,NA,NA,healthyR,0.1.0,US,81617
2020-12-04,14:23:43,5668471,NA,NA,NA,healthyR.data,1.0.0,US,131
2020-12-04,14:22:43,5668465,NA,NA,NA,healthyR.data,1.0.0,US,81617
2020-12-04,08:55:02,2910176,NA,NA,NA,healthyR,0.1.0,US,1742
2020-12-04,08:55:02,14701,NA,NA,NA,healthyR,0.1.0,US,1742
2020-12-04,08:55:02,530,NA,NA,NA,healthyR,0.1.0,US,1742
2020-12-04,10:03:20,533,NA,NA,NA,healthyR.data,1.0.0,US,12667
2020-12-04,10:03:20,5669229,NA,NA,NA,healthyR.data,1.0.0,US,12667
2020-12-04,10:03:20,51594,NA,NA,NA,healthyR.data,1.0.0,US,12667
2020-12-04,09:07:51,14701,NA,NA,NA,healthyR,0.1.0,US,12667
2020-12-04,09:07:51,530,NA,NA,NA,healthyR,0.1.0,US,12667
2020-12-04,09:07:51,2910176,NA,NA,NA,healthyR,0.1.0,US,12667
2020-12-04,07:17:20,3389965,NA,NA,NA,healthyR.data,1.0.0,US,2899
2020-12-04,07:19:05,2910175,3.6.0,x86_64,mingw32,healthyR,0.1.0,DE,619
2020-12-04,07:19:07,5668464,3.4.3,x86_64,linux-gnu,healthyR.data,1.0.0,DE,619
2020-12-04,22:10:22,2621392,NA,NA,NA,healthyR,0.1.0,US,91461
2020-12-04,03:58:24,2621387,NA,NA,NA,healthyR,0.1.0,JP,15455
2020-12-04,15:27:15,2910182,3.6.1,x86_64,mingw32,healthyR,0.1.0,NA,1
2020-12-04,15:27:16,5668471,3.6.1,x86_64,mingw32,healthyR.data,1.0.0,NA,1
2020-12-04,00:42:33,2624243,NA,NA,NA,healthyR,0.1.0,US,103151
2020-12-04,10:44:42,2910176,NA,NA,NA,healthyR,0.1.0,BY,35636
2020-12-04,11:48:42,2624987,NA,NA,NA,healthyR,0.1.0,GB,41481
2020-12-04,08:59:43,530,NA,NA,NA,healthyR.data,1.0.0,US,1742
2020-12-04,08:59:43,5668593,NA,NA,NA,healthyR.data,1.0.0,US,1742
2020-12-04,08:59:43,14701,NA,NA,NA,healthyR.data,1.0.0,US,1742
2020-12-04,10:35:04,2910176,NA,NA,NA,healthyR,0.1.0,US,131
2020-12-04,10:35:05,5668471,NA,NA,NA,healthyR.data,1.0.0,US,131
2020-12-04,10:15:20,49691,NA,NA,NA,healthyR.data,1.0.0,US,12667
2020-12-04,10:15:20,533,NA,NA,NA,healthyR.data,1.0.0,US,12667
2020-12-04,10:15:20,5669257,NA,NA,NA,healthyR.data,1.0.0,US,12667
2020-12-04,09:52:28,14523,NA,NA,NA,healthyR.data,1.0.0,US,18409
2020-12-04,09:52:36,357022,NA,NA,NA,healthyR.data,1.0.0,US,2063
2020-12-04,09:52:44,14534,NA,NA,NA,healthyR.data,1.0.0,US,46532
2020-12-05,15:29:44,14547,NA,NA,NA,healthyR,0.1.0,US,2286
2020-12-05,09:27:12,539,NA,NA,NA,healthyR.data,1.0.0,US,3011
2020-12-05,09:27:12,83257,NA,NA,NA,healthyR.data,1.0.0,US,3011
2020-12-05,09:27:12,5669229,NA,NA,NA,healthyR.data,1.0.0,US,3011
2020-12-05,10:07:22,2624916,NA,NA,NA,healthyR,0.1.0,GB,3006
2020-12-05,10:07:23,2624895,NA,NA,NA,healthyR,0.1.1,GB,3006
2020-12-05,08:35:11,536,NA,NA,NA,healthyR.data,1.0.0,US,3011
2020-12-05,08:35:11,536,NA,NA,NA,healthyR.data,1.0.0,US,3011
2020-12-05,08:35:11,5668592,NA,NA,NA,healthyR.data,1.0.0,US,3011
2020-12-05,08:36:22,536,NA,NA,NA,healthyR,0.1.0,US,3011
2020-12-05,08:36:22,2910175,NA,NA,NA,healthyR,0.1.0,US,3011
2020-12-05,08:36:22,71161,NA,NA,NA,healthyR,0.1.0,US,3011
2020-12-05,08:29:55,536,NA,NA,NA,healthyR.data,1.0.0,US,3011
2020-12-05,08:29:55,5668592,NA,NA,NA,healthyR.data,1.0.0,US,3011
2020-12-05,08:29:55,124308,NA,NA,NA,healthyR.data,1.0.0,US,3011
2020-12-05,16:42:18,2624133,NA,NA,NA,healthyR,0.1.1,NA,1
2020-12-05,14:52:30,2621258,NA,NA,NA,healthyR,0.1.1,CL,9932
2020-12-05,10:41:14,539,NA,NA,NA,healthyR.data,1.0.0,US,5441
2020-12-05,10:41:14,14701,NA,NA,NA,healthyR.data,1.0.0,US,5441
2020-12-05,10:41:14,5669258,NA,NA,NA,healthyR.data,1.0.0,US,5441
2020-12-05,10:42:47,14701,NA,NA,NA,healthyR,0.1.0,US,5441
